AddStaticVehicle(470,2044.7000000,-477.7999900,74.3000000,86.0000000,95,10); //Patriot
AddStaticVehicle(461,2697.0117,-1836.8411,9.0454,131.7257,61,1 ); // 
AddStaticVehicle(463,2757.8318,-1878.8939,9.2421,331.1535,7,122 ); // 
AddStaticVehicle(521,2813.1143,-1822.5189,9.5068,56.5744,87,118 ); // 
AddStaticVehicle(521,2808.0325,-1669.0962,9.5088,168.8724,92,3 ); // 
AddStaticVehicle(466,2829.7585,-1699.7444,9.7443,256.3983,16,76 ); // 
AddStaticVehicle(545,2825.0059,-1718.6702,9.8159,77.5273,30,1 ); // 
AddStaticVehicle(588,2686.6833,-1672.3564,9.3456,1.2872,1,1 ); // 
AddStaticVehicle(546,2657.6079,-1701.7725,9.0416,92.9747,113,78 ); // 
AddStaticVehicle(521,2654.6636,-1692.5939,8.8779,251.8571,36,0 ); // 
AddStaticVehicle(463,2696.4189,-1669.2604,9.0249,152.7104,11,11 ); // 
AddStaticVehicle(474,2813.8862,-1429.2637,16.0126,357.9624,83,1 ); // 
AddStaticVehicle(546,2792.6982,-1432.1294,19.9428,95.9562,119,62 ); // 
AddStaticVehicle(521,2819.5498,-1427.8861,27.7283,97.0200,75,13 ); // 
AddStaticVehicle(429,2796.6160,-1428.0923,35.7734,355.7729,1,2 ); // 
AddStaticVehicle(400,2794.7859,-1464.7653,40.1536,180.1253,75,84 ); // 
AddStaticVehicle(418,2816.5820,-1431.5497,40.1556,268.4159,114,114 ); // 
AddStaticVehicle(521,2794.0625,-1576.2109,10.4993,252.9832,118,118 ); // 
AddStaticVehicle(600,2796.4966,-1562.6956,10.6452,89.5535,83,13 ); // 
AddStaticVehicle(426,2822.3193,-1553.4038,10.6672,89.8755,42,42 ); // 
AddStaticVehicle(533,2807.4377,-1540.4016,10.6310,180.0459,73,1 ); // 
AddStaticVehicle(414,2772.3438,-1614.6322,11.0090,270.6050,43,1 ); // 
AddStaticVehicle(589,2855.3896,-1354.9142,10.8385,271.7889,40,1 ); // 
AddStaticVehicle(521,2850.3010,-1323.3470,10.8710,43.7938,92,3 ); // 
AddStaticVehicle(562,2845.5762,-1287.0035,18.8725,276.4800,62,62 ); // 
AddStaticVehicle(463,2802.9653,-1174.3158,25.0878,148.6355,22,22 ); // 
AddStaticVehicle(589,2814.8518,-1186.5088,24.9740,125.2599,43,1 ); // 
AddStaticVehicle(496,2827.8259,-1165.8298,24.8425,74.4954,41,29 ); // 
AddStaticVehicle(419,2828.4297,-1193.2813,24.7035,319.2678,47,76 ); // 
AddStaticVehicle(521,2686.6938,-1102.2723,68.9335,36.2440,25,118 ); // 
AddStaticVehicle(536,2570.6431,-1101.5728,65.9616,224.2815,30,96 ); // 
AddStaticVehicle(461,2589.6411,-967.6470,80.9740,54.8113,88,1 ); // 
AddStaticVehicle(543,2561.0659,-955.9353,82.5712,189.2468,32,8 ); // 
AddStaticVehicle(543,2499.9092,-961.6536,82.0865,177.1486,43,8 ); // 
AddStaticVehicle(478,2492.5671,-951.8682,82.2364,268.9169,66,1 ); // 
AddStaticVehicle(463,2450.5344,-957.0054,79.5994,88.6032,79,79 ); // 
AddStaticVehicle(521,2359.4319,-648.6396,127.7032,321.5916,36,0 ); // 
AddStaticVehicle(478,2368.4819,-651.1127,127.6424,221.5063,59,1 ); // 
AddStaticVehicle(529,2497.5225,-1063.2612,69.7644,180.0623,42,42 ); // 
AddStaticVehicle(412,2503.8013,-1024.9954,69.9222,354.6204,37,8 ); // 
AddStaticVehicle(536,2485.7839,-1015.6508,65.0513,332.0788,57,96 ); // 
AddStaticVehicle(475,2453.7122,-1011.7231,59.5763,354.2991,37,0 ); // 
AddStaticVehicle(549,2432.1267,-1056.5386,54.0339,182.6494,91,35 ); // 
AddStaticVehicle(521,2366.8833,-1052.4576,53.7198,162.4203,118,118 ); // 
AddStaticVehicle(463,2334.8330,-1052.5548,51.8916,205.8942,7,7 ); // 
AddStaticVehicle(400,2328.0398,-1052.3500,52.4471,178.7152,40,1 ); // 
AddStaticVehicle(468,2368.9734,-1029.3669,53.9112,303.9771,53,53 ); // 
AddStaticVehicle(521,2222.1743,-1043.8972,57.4453,287.0623,92,3 ); // 
AddStaticVehicle(475,2200.8208,-1000.4743,62.1100,337.4120,41,29 ); // 
AddStaticVehicle(536,2073.8337,-972.3666,48.8145,121.6684,9,1 ); // 
AddStaticVehicle(461,2057.1284,-987.3378,45.8448,41.0353,37,1 ); // 
AddStaticVehicle(549,2032.1614,-966.3978,40.8893,144.2881,74,39 ); // 
AddStaticVehicle(521,1994.0328,-1089.3951,24.1790,265.7199,115,118 ); // 
AddStaticVehicle(536,1910.2012,-1117.5193,25.4453,359.7224,12,1 ); // 
AddStaticVehicle(576,1934.3488,-1118.8567,26.0909,167.6531,84,96 ); // 
AddStaticVehicle(540,1991.7618,-1119.2262,26.6329,88.5620,42,42 ); // 
AddStaticVehicle(549,2090.1191,-1141.0527,25.2550,91.9199,83,36 ); // 
AddStaticVehicle(536,2116.0889,-1059.6656,25.4645,1.6788,30,96 ); // 
AddStaticVehicle(549,2161.8665,-1148.1637,24.0918,268.7138,84,36 ); // 
AddStaticVehicle(576,2162.5032,-1162.9884,23.4278,270.5314,67,1 ); // 
AddStaticVehicle(540,2147.6460,-1180.4316,23.6805,271.2742,53,53 ); // 
AddStaticVehicle(554,2161.5271,-1192.5657,23.9013,270.6950,14,32 ); // 
AddStaticVehicle(521,2164.0178,-1178.0918,23.3890,68.9158,74,74 ); // 
AddStaticVehicle(463,2145.5957,-1162.0776,23.3554,273.2266,57,55 ); // 
AddStaticVehicle(475,2148.7520,-1242.4739,24.4964,2.1731,9,39 ); // 
AddStaticVehicle(536,2105.4612,-1242.9531,24.7791,1.3025,71,96 ); // 
AddStaticVehicle(475,2033.9213,-1285.0781,20.7583,269.6826,17,1 ); // 
AddStaticVehicle(479,2033.2328,-1294.9094,20.7262,90.1861,116,34 ); // 
AddStaticVehicle(536,2095.4097,-1365.6405,23.7217,359.4201,26,96 ); // 
AddStaticVehicle(567,2136.8682,-1366.1549,24.9118,181.6538,97,96 ); // 
AddStaticVehicle(554,2156.6670,-1408.6438,25.6234,89.8769,15,32 ); // 
AddStaticVehicle(529,2150.2095,-1423.7836,25.1728,270.8055,53,53 ); // 
AddStaticVehicle(412,2157.4702,-1454.6027,25.3766,272.0728,9,1 ); // 
AddStaticVehicle(482,2168.9004,-1503.8928,24.0567,264.3123,66,66 ); // 
AddStaticVehicle(554,2191.4373,-1465.7140,25.6253,90.8413,45,32 ); // 
AddStaticVehicle(489,2185.0557,-1434.4803,25.6846,93.1798,13,118 ); // 
AddStaticVehicle(529,2229.7317,-1367.4005,23.6257,273.8516,62,62 ); // 
AddStaticVehicle(405,2229.4822,-1348.8889,23.8603,87.4558,75,1 ); // 
AddStaticVehicle(600,2230.1382,-1359.4955,23.7003,269.3415,104,72 ); // 
AddStaticVehicle(536,2196.1318,-1278.5265,24.2447,358.3134,32,1 ); // 
AddStaticVehicle(479,2426.9795,-1241.6071,24.0514,176.5720,40,29 ); // 
AddStaticVehicle(603,2414.5007,-1223.4979,24.7468,354.3562,69,1 ); // 
AddStaticVehicle(475,2431.3196,-1241.5726,24.1538,177.5767,2,39 ); // 
AddStaticVehicle(463,2430.6926,-1220.7517,24.9012,142.6704,19,19 ); // 
AddStaticVehicle(467,2556.9187,-1211.2632,54.2710,92.0357,68,8 ); // 
AddStaticVehicle(475,2559.0198,-1194.6180,61.2624,177.0269,17,1 ); // 
AddStaticVehicle(412,2491.1543,-1299.4158,32.1578,276.4995,37,8 ); // 
AddStaticVehicle(554,2489.9026,-1292.7750,32.0910,246.3011,45,32 ); // 
AddStaticVehicle(400,2493.6797,-1276.2856,33.0028,268.8489,40,110 ); // 
AddStaticVehicle(475,2390.2915,-1487.7120,23.6330,90.8244,41,29 ); // 
AddStaticVehicle(400,2390.6387,-1503.7330,23.9272,270.7136,62,1 ); // 
AddStaticVehicle(463,2389.4578,-1497.8422,23.3752,243.2236,79,79 ); // 
AddStaticVehicle(545,2396.8088,-1536.9807,23.8111,0.1546,50,1 ); // 
AddStaticVehicle(479,2407.3284,-1538.0587,23.7968,0.6749,59,36 ); // 
AddStaticVehicle(466,2412.8625,-1537.3831,23.7432,357.6566,78,76 ); // 
AddStaticVehicle(475,2449.7637,-1556.8450,23.8046,1.3418,17,1 ); // 
AddStaticVehicle(529,2454.6299,-1557.0045,23.6327,180.1560,16,40 ); // 
AddStaticVehicle(496,2477.5659,-1557.4111,23.7818,358.5618,41,29 ); // 
AddStaticVehicle(463,2491.4055,-1535.6182,23.5519,59.4337,11,11 ); // 
AddStaticVehicle(461,2491.1179,-1529.3501,23.5688,56.2088,75,1 ); // 
AddStaticVehicle(521,2491.4360,-1532.5398,23.5717,55.7102,25,118 ); // 
AddStaticVehicle(496,2489.5791,-1518.4509,23.7588,269.8171,2,39 ); // 
AddStaticVehicle(562,2482.6208,-1557.3427,23.6524,2.3099,10,10 ); // 
AddStaticVehicle(468,2499.0034,-1538.0708,23.6439,335.4962,3,3 ); // 
AddStaticVehicle(536,2520.1445,-1480.9065,23.7363,1.3232,37,1 ); // 
AddStaticVehicle(533,2573.5979,-1489.6091,23.7162,87.7542,77,1 ); // 
AddStaticVehicle(521,2554.3159,-1367.9281,31.7872,241.1393,36,0 ); // 
AddStaticVehicle(536,2411.6626,-1390.6456,24.0787,268.8195,26,96 ); // 
AddStaticVehicle(533,1819.8600,-1403.5051,13.1363,89.9457,73,1 ); // 
AddStaticVehicle(496,1809.4696,-1432.1268,13.0139,274.7705,42,42 ); // 
AddStaticVehicle(542,1676.1560,-1106.9868,23.6493,268.6964,113,92 ); // 
AddStaticVehicle(589,1649.5083,-1102.5532,23.5644,270.0267,31,31 ); // 
AddStaticVehicle(589,1658.4116,-1088.9274,23.6777,89.2744,75,1 ); // 
AddStaticVehicle(482,1620.9778,-1089.5054,24.0216,89.9049,48,48 ); // 
AddStaticVehicle(518,1629.4741,-1103.3231,23.5760,268.5257,9,39 ); // 
AddStaticVehicle(518,1640.7035,-1046.7117,23.5692,359.8533,17,1 ); // 
AddStaticVehicle(482,1660.7136,-1016.1744,23.9634,11.4114,20,117 ); // 
AddStaticVehicle(496,1689.9340,-1035.6692,23.6231,178.1297,20,20 ); // 
AddStaticVehicle(429,1712.4379,-1005.7189,23.5937,351.9539,13,13 ); // 
AddStaticVehicle(542,1731.1282,-1009.0837,23.6852,348.1700,119,113 ); // 
AddStaticVehicle(496,1757.4509,-1037.7462,23.8359,180.9093,39,39 ); // 
AddStaticVehicle(475,1770.8777,-1061.7106,23.7646,179.4640,26,104 ); // 
AddStaticVehicle(496,1780.0526,-1069.8851,23.6770,359.9332,9,14 ); // 
AddStaticVehicle(536,1762.5533,-1085.8549,23.6983,180.7030,57,96 ); // 
AddStaticVehicle(518,1740.1122,-1085.8320,23.6318,181.0830,74,59 ); // 
AddStaticVehicle(542,1726.2168,-1085.2207,23.6669,182.7872,122,113 ); // 
AddStaticVehicle(549,1699.9979,-1068.8979,23.6031,357.9710,75,39 ); // 
AddStaticVehicle(400,1713.3634,-1061.1498,23.9985,181.1158,36,1 ); // 
AddStaticVehicle(496,1640.7484,-1038.1542,23.6150,358.3014,0,0 ); // 
AddStaticVehicle(542,1594.9391,-1009.9454,23.6493,185.8625,13,118 ); // 
AddStaticVehicle(482,1577.2344,-1040.1863,24.0271,141.0052,52,52 ); // 
AddStaticVehicle(536,1562.9835,-1011.3809,23.6439,359.5882,12,1 ); // 
AddStaticVehicle(496,1546.6223,-1026.6492,23.6228,162.1279,74,72 ); // 
AddStaticVehicle(463,1577.0701,-1008.9494,23.4464,165.1993,7,7 ); // 
AddStaticVehicle(521,1592.5432,-1057.9313,23.4784,297.7319,118,118 ); // 
AddStaticVehicle(461,1651.4000,-1015.1333,23.4877,216.5875,88,1 ); // 
AddStaticVehicle(463,1694.4098,-1003.8555,23.4463,216.3939,11,11 ); // 
AddStaticVehicle(521,1748.7355,-1039.5499,23.5323,15.0375,134,95 ); // 
AddStaticVehicle(542,1657.5460,-1137.0397,23.6497,178.3330,24,118 ); // 
AddStaticVehicle(589,1616.6453,-1128.1941,23.5644,92.6623,23,23 ); // 
AddStaticVehicle(484,2947.8057,-2052.6362,0.4738,359.4145,50,32 ); // 
AddStaticVehicle(456,2313.5281,-2310.5837,13.7196,133.0174,91,63 ); // 
AddStaticVehicle(455,2264.7073,-2335.1189,13.9838,314.5604,84,58 ); // 
AddStaticVehicle(455,2612.2107,-2198.1665,13.9835,180.4830,84,31 ); // 
AddStaticVehicle(525,2572.6416,-2240.2261,13.4192,93.6711,17,20 ); // 
AddStaticVehicle(453,2505.7712,-2269.1885,-0.3120,268.6544,56,56 ); // 
AddStaticVehicle(453,2307.9446,-2414.1733,-0.2071,314.9561,56,56 ); // 
AddStaticVehicle(455,2189.0393,-2649.3572,13.9833,266.7652,1,31 ); // 
AddStaticVehicle(525,2226.0032,-2677.0149,13.4329,4.2993,18,20 ); // 
AddStaticVehicle(552,2200.3921,-2638.4026,13.2521,357.1788,56,56 ); // 
AddStaticVehicle(422,2203.6013,-2595.3611,13.5221,87.9727,83,57 ); // 
AddStaticVehicle(422,2206.7747,-2527.8098,13.5299,94.0067,67,59 ); // 
AddStaticVehicle(525,2510.2681,-2629.5205,13.5251,88.6646,22,30 ); // 
AddStaticVehicle(456,2491.5276,-2671.4338,13.8094,180.9983,110,93 ); // 
AddStaticVehicle(455,2498.7861,-2572.7219,14.0866,357.5439,84,15 ); // 
AddStaticVehicle(422,2516.4746,-2452.8889,13.6216,44.3283,96,25 ); // 
AddStaticVehicle(470,2764.3169,-2383.4829,13.6235,181.4826,43,0 ); // 
AddStaticVehicle(470,2779.5730,-2440.3181,13.6296,267.8545,43,0 ); // 
AddStaticVehicle(470,2737.3740,-2485.6760,13.6431,87.2884,43,0 ); // 
AddStaticVehicle(400,2744.2754,-2447.5588,13.7433,179.2557,40,84 ); // 
AddStaticVehicle(400,2765.2122,-2531.8735,13.7407,359.5258,40,84 ); // 
AddStaticVehicle(400,2784.2922,-2387.0547,13.7279,89.7828,40,84 ); // 
AddStaticVehicle(400,2753.1467,-2387.5439,13.7358,1.3794,40,84 ); // 
AddStaticVehicle(552,2656.9172,-2451.1821,13.3204,93.4499,49,49 ); // 
AddStaticVehicle(422,2428.1499,-2492.5559,13.6317,45.6813,111,31 ); // 
AddStaticVehicle(530,2435.3372,-2434.5278,13.3911,41.7356,112,1 ); // 
AddStaticVehicle(530,2418.4021,-2506.5557,13.4131,273.4680,114,1 ); // 
AddStaticVehicle(530,2205.8362,-2571.1787,13.3094,85.7644,119,1 ); // 
AddStaticVehicle(455,2152.5361,-2148.2825,13.9860,310.8004,1,31 ); //
AddStaticVehicle(439,1373.6738,-1634.1741,13.2790,271.5004,8,17 ); // 
AddStaticVehicle(542,1362.9803,-1659.5125,13.1263,270.4668,32,92 ); // 
AddStaticVehicle(475,1359.6680,-1749.6177,13.1843,0.0962,21,1 ); // 
AddStaticVehicle(439,1401.3602,-1507.1211,13.4834,163.4146,67,8 ); // 
AddStaticVehicle(475,1500.1357,-1487.4355,13.3556,91.3002,2,39 ); // 
AddStaticVehicle(542,1797.1293,-1701.1102,13.2757,179.5340,31,93 ); // 
AddStaticVehicle(521,1807.9387,-1688.3774,13.1068,105.3693,75,13 ); // 
AddStaticVehicle(414,1781.8600,-1701.3483,13.5957,3.8341,25,1 ); // 
AddStaticVehicle(475,306.7730,-1438.4087,27.7341,120.6372,33,0 ); // 
AddStaticVehicle(475,1277.5547,-1610.1168,13.3511,90.3928,2,39 ); // 
AddStaticVehicle(439,1670.6208,-1886.9011,13.4429,2.8833,65,79 ); // 
AddStaticVehicle(414,1653.4976,-1837.6439,13.6400,1.1054,72,1 ); // 
AddStaticVehicle(475,1145.1482,-1366.7389,13.5456,184.4175,2,39 ); // 
AddStaticVehicle(418,2090.4797,-1556.7979,13.2113,181.8175,114,114 ); // 
AddStaticVehicle(554,2224.8198,-2211.0693,13.6286,314.5282,45,32 ); // 
AddStaticVehicle(403,2201.2490,-2241.3311,14.1532,135.1536,30,1 ); // 
AddStaticVehicle(403,2196.7461,-2236.3652,14.1486,134.2909,28,1 ); // 
AddStaticVehicle(403,2208.1824,-2296.9404,15.3708,136.0373,25,1 ); // 
AddStaticVehicle(439,2393.2522,-1927.3457,13.2782,179.4218,65,79 ); // 
AddStaticVehicle(475,2383.3689,-1928.1165,13.1844,179.4976,56,29 ); // 
AddStaticVehicle(521,2376.8760,-1929.3613,12.9563,341.1395,87,118 ); // 
AddStaticVehicle(439,2349.1824,-2000.2684,13.2666,267.0585,25,78 ); // 
AddStaticVehicle(420,1775.6141,-1860.0100,13.2745,269.2006,6,1 ); // 
AddStaticVehicle(420,1763.0121,-1860.0037,13.2723,271.2998,6,1 ); // 
AddStaticVehicle(420,1748.9358,-1859.9502,13.2721,270.3943,6,1 ); // 
AddStaticVehicle(420,1734.6754,-1859.9305,13.2740,270.5646,6,1 ); // 
AddStaticVehicle(542,1512.3342,-2211.7639,13.2940,359.3842,45,92 ); // 
AddStaticVehicle(518,1546.2539,-2211.5557,13.2254,178.7042,37,0 ); // 
AddStaticVehicle(521,1560.0939,-2243.5127,13.1179,94.0584,118,118 ); // 
AddStaticVehicle(429,1441.7079,-2225.1514,13.2265,1.5921,13,13 ); // 
AddStaticVehicle(518,1454.6436,-2224.9185,13.2177,0.2168,41,29 ); // 
AddStaticVehicle(496,1408.1469,-2242.1521,13.2630,359.3946,9,14 ); // 
AddStaticVehicle(439,1398.1570,-2225.4885,13.4427,179.6260,37,78 ); // 
AddStaticVehicle(475,1391.6555,-2241.8704,13.3495,180.5889,33,0 ); // 
AddStaticVehicle(542,1364.5348,-2242.7036,13.2899,270.7713,119,113 ); // 
AddStaticVehicle(542,1404.6641,-2314.1211,13.2898,180.5298,122,113 ); // 
AddStaticVehicle(518,1411.2491,-2347.3430,13.2101,180.0483,9,39 ); // 
AddStaticVehicle(496,1391.5173,-2364.2131,13.2633,179.7053,0,0 ); // 
AddStaticVehicle(521,1365.7269,-2351.5515,13.1069,87.0619,92,3 ); //
AddStaticVehicle(596,1554.5928,-1615.0944,13.1075,143.0,0,1 ); // 
AddStaticVehicle(596,1560.2781,-1614.7255,13.1065,143.0,0,1 ); // 
AddStaticVehicle(596,1565.3577,-1615.1208,13.1006,143.0,0,1 ); // 
AddStaticVehicle(596,1570.3990,-1615.1421,13.1035,143.0,0,1 ); // 
AddStaticVehicle(596,1575.5455,-1615.0767,13.1051,143.0,0,1 ); // 
AddStaticVehicle(427,1600.4679,-1607.5685,13.6005,88.3196,0,1 ); // 
AddStaticVehicle(427,1599.9907,-1613.6184,13.5959,89.1377,0,1 ); // 
AddStaticVehicle(427,1600.0579,-1619.9817,13.5981,89.7130,0,1 ); // 
AddStaticVehicle(427,1599.8956,-1626.2255,13.5964,89.2148,0,1 ); // 
AddStaticVehicle(596,1602.4196,-1683.8865,5.6119,269.8652,0,1 ); // 
AddStaticVehicle(596,1591.4985,-1711.0421,5.6128,0.0437,0,1 ); // 
AddStaticVehicle(596,1602.2015,-1687.9944,5.6107,89.8454,0,1 ); // 
AddStaticVehicle(596,1602.0392,-1692.0045,5.6110,89.1947,0,1 ); // 
AddStaticVehicle(596,1595.4047,-1711.5936,5.6116,180.3378,0,1 ); // 
AddStaticVehicle(523,1582.1798,-1667.0845,5.4650,240.5349,0,0 ); // 
AddStaticVehicle(523,1582.3419,-1669.2539,5.4650,239.3729,0,0 ); // 
AddStaticVehicle(523,1582.1704,-1671.2072,5.4657,237.9856,0,0 ); // 
AddStaticVehicle(523,1582.1514,-1673.4630,5.4652,238.0086,0,0 ); // 
AddStaticVehicle(574,1526.7522,-1655.7896,5.6158,270.8942,26,26 ); // 
AddStaticVehicle(574,1526.7056,-1652.4664,5.6158,270.6263,26,26 ); // 
AddStaticVehicle(574,1526.5553,-1642.8456,5.6158,180.3993,26,26 ); // 
AddStaticVehicle(574,1530.7841,-1642.8046,5.6158,179.2186,26,26 ); // 
AddStaticVehicle(416,2033.1270,-1432.2743,17.2845,180.0169,1,3 ); //
AddStaticVehicle(416,2016.3477,-1414.9769,17.1412,86.7151,1,3 ); //
AddStaticVehicle(466,287.4403,-53.5151,1.3217,180.3743,62,34 ); //
AddStaticVehicle(422,109.2890,-150.6062,1.7835,182.5754,89,108 ); //
AddStaticVehicle(498,-196.8096,-232.7299,1.4901,90.5921,133,57 ); //
AddStaticVehicle(403,-199.9957,-285.4144,2.0351,90.5924,133,57 ); //
AddStaticVehicle(403,-200.2189,-275.2891,2.0383,91.6567,133,57 ); //
AddStaticVehicle(578,-194.7877,-196.3295,2.0529,257.8566,133,57 ); //
AddStaticVehicle(422,-169.0730,-202.1836,1.4064,257.8462,133,57 ); //
AddStaticVehicle(402,-39.7196,-377.4630,5.2613,180.2380,29,36 ); //
AddStaticVehicle(566,-9.5253,-377.6481,5.2111,178.0852,30,8 ); //
AddStaticVehicle(529,-0.4525,-353.8910,5.0621,269.4471,42,42 ); //
AddStaticVehicle(603,-62.5941,-324.9349,5.2677,90.3766,70,67 ); //
AddStaticVehicle(401,179.2976,-310.8240,1.3519,207.7475,47,47 ); //
AddStaticVehicle(445,319.0325,-126.0534,2.0656,90.7404,120,119 ); //
AddStaticVehicle(440,329.5297,-52.3254,1.6189,177.8881,32,32 ); //
AddStaticVehicle(458,319.1395,-84.5798,2.0518,91.7452,101,1 ); //
AddStaticVehicle(467,218.0327,-178.1497,1.3182,270.4043,58,8 ); //
AddStaticVehicle(475,218.7911,-173.3128,1.3817,270.2328,123,65 ); //
AddStaticVehicle(489,244.8729,-148.5339,1.7217,88.8350,14,123 ); //
AddStaticVehicle(492,247.1553,-129.2907,2.0627,90.8534,77,26 ); //
AddStaticVehicle(498,176.3295,-7.4976,1.6480,180.2088,105,113 ); //
AddStaticVehicle(439,278.4608,-54.8498,1.4740,359.8853,8,17 ); //
AddStaticVehicle(475,320.5600,-253.1715,1.3886,176.4384,17,1 ); //
AddStaticVehicle(524,312.2956,-251.1326,2.5129,175.4649,61,27 ); //
AddStaticVehicle(527,235.0123,-300.2693,1.2937,2.3086,53,1 ); //
AddStaticVehicle(536,213.0004,-244.5481,1.3203,272.8867,38,103 ); //
AddStaticVehicle(531,1077.2228,-288.7220,73.9531,358.7784,36,2 ); //
AddStaticVehicle(422,1112.7650,-306.5776,73.9655,267.5965,101,25 ); //
AddStaticVehicle(531,1067.0962,-288.6843,73.9569,2.3921,51,53 ); //
AddStaticVehicle(599,622.2627,-610.1340,17.3154,270.2242,0,1 ); //
AddStaticVehicle(599,622.2755,-606.0399,17.3060,269.8338,0,1);//
AddStaticVehicle(585,707.2459,-461.4757,15.9223,269.7682,91,35 ); //
AddStaticVehicle(500,667.6416,-461.4851,16.4435,268.6327,40,84 ); //
AddStaticVehicle(461,669.1239,-471.0320,15.9138,270.8030,37,1 ); //
AddStaticVehicle(542,668.1328,-546.3011,16.0794,269.8267,90,90 ); //
AddStaticVehicle(522,753.7540,-586.7284,16.9004,181.3295,36,105 ); //
AddStaticVehicle(549,748.6429,-581.7985,16.9131,269.3827,94,94 ); //
AddStaticVehicle(429,763.1589,-509.2891,16.8662,180.4318,127,44 ); //
AddStaticVehicle(547,786.0645,-498.4352,17.0708,3.0965,123,1 ); //
AddStaticVehicle(456,797.4796,-607.9578,16.5112,0.4182,84,63 ); //
AddStaticVehicle(554,751.6056,-553.2162,17.3698,180.8741,15,32 ); //
AddStaticVehicle(445,1396.5654,395.3847,19.6327,66.5844,47,47 ); //
AddStaticVehicle(559,1404.2180,411.9715,19.4141,67.1748,58,8 ); //
AddStaticVehicle(580,768.8481,348.3186,19.7428,190.0995,81,81 ); //
AddStaticVehicle(473,2103.2500,-98.4897,-0.2214,122.9253,56,53 ); // 
AddStaticVehicle(473,2108.5276,-106.2102,-0.2394,122.9441,56,15 ); // 
AddStaticVehicle(448,2323.3232,63.0302,26.0883,265.2746,3,6 ); // 
AddStaticVehicle(439,2358.1836,-62.4556,27.3646,179.8344,37,78 ); // 
AddStaticVehicle(436,2443.9980,-47.9166,26.9963,179.6730,87,1 ); // 
AddStaticVehicle(436,2503.7507,125.9338,26.2435,1.0102,92,1 ); // 
AddStaticVehicle(419,2493.9170,95.9780,26.2806,179.8299,47,76 ); // 
AddStaticVehicle(412,2549.9116,81.1802,26.3143,270.4565,10,8 ); // 
AddStaticVehicle(410,2551.1191,9.4253,26.6691,270.6199,9,1 ); // 
AddStaticVehicle(508,2502.7742,6.0906,27.5812,2.9588,1,1 ); // 
AddStaticVehicle(505,2380.9570,37.7925,27.1163,89.9017,120,123 ); // 
AddStaticVehicle(500,2211.6929,-88.3423,26.9028,88.7287,13,119 ); // 
AddStaticVehicle(496,2263.8970,-82.7569,26.2452,1.1014,66,72 ); // 
AddStaticVehicle(492,2257.5105,-83.1763,26.3074,359.2125,30,26 ); // 
AddStaticVehicle(405,2290.2622,155.5207,26.9788,0.1090,24,1 ); // 
AddStaticVehicle(532,1996.7520,175.8992,31.3614,79.7076,0,0 ); // 
AddStaticVehicle(532,1914.0114,192.1063,36.0155,358.2132,0,0 ); // 
AddStaticVehicle(478,1905.3486,174.1229,37.1748,341.5607,66,1 ); // 
AddStaticVehicle(549,1240.2759,214.9924,19.2519,243.7370,79,39 ); //
AddStaticVehicle(550,1367.7468,365.9338,20.3661,246.2637,15,15 ); // 
AddStaticVehicle(547,1289.3826,339.9178,19.2903,247.1900,123,1 ); // 
AddStaticVehicle(536,1231.7341,295.6075,19.2922,336.8393,57,96 ); // 
AddStaticVehicle(455,-580.8631,-64.8466,65.3632,3.7867,84,31 ); // 
AddStaticVehicle(468,-543.4543,-180.5744,78.0750,4.1580,53,53 ); // 
AddStaticVehicle(468,-541.5284,-180.6667,78.0747,0.2240,53,53 ); // 
AddStaticVehicle(471,-774.8654,-115.3844,64.6716,24.2185,120,112 ); // 
AddStaticVehicle(471,-771.7146,-113.4644,64.8308,26.8406,120,112 ); // 
AddStaticVehicle(532,-273.9301,-41.3983,3.4405,339.6638,0,0 ); // 
AddStaticVehicle(532,-127.1731,55.7261,4.0943,158.3291,0,0 ); // 
AddStaticVehicle(478,-137.3239,-48.9942,3.1078,342.2244,35,1 ); // 
AddStaticVehicle(475,1368.2947,476.2750,19.9363,335.9672,37,0 ); // 
AddStaticVehicle(475,2331.3064,133.1183,26.7203,270.6836,17,1 ); // 
AddStaticVehicle(482,2308.6682,-74.7184,26.5995,89.9092,48,48 ); // 
AddStaticVehicle(468,2208.6223,110.5543,27.0101,275.3439,53,53 ); // 
AddStaticVehicle(471,1923.8339,147.8248,36.7282,93.4718,103,111 ); // 
AddStaticVehicle(415,1586.3274,38.5556,24.6067,272.3959,25,1 ); // 
AddStaticVehicle(468,1547.5862,10.6921,23.7739,265.3787,3,3 ); // 
AddStaticVehicle(402,889.0992,-21.7845,63.1125,152.4678,13,13 ); // 
AddStaticVehicle(403,1207.5240,189.3297,20.9522,334.8106,37,1 ); // 
AddStaticVehicle(416,1249.8207,338.2164,19.6291,66.7975,1,3 ); // 
AddStaticVehicle(482,1335.0803,284.7404,19.6860,243.0011,52,52 ); // 
AddStaticVehicle(468,1414.2616,248.6772,19.2239,65.7798,6,6 ); // 
AddStaticVehicle(475,751.2299,277.2577,27.1364,199.6289,56,29 ); // 
AddStaticVehicle(468,747.8585,346.7843,20.1559,209.1134,6,6 ); // 
AddStaticVehicle(403,221.6420,30.1998,3.1849,186.4463,28,1 ); // 
AddStaticVehicle(525,157.2517,-166.2276,1.4527,90.9328,17,20 ); // 
AddStaticVehicle(532,20.7659,24.6322,4.0942,340.4432,0,0 ); // 
AddStaticVehicle(532,-6.4192,-11.1534,4.0939,163.1182,0,0 ); // 
